image_id,timestamp,timestamp_utc,timestamp_local,previous_image_id,previous_masked_path,raw_path,masked_path,label,notes
2026-04-27/vdd_oval_river_wb_20260427T201555Z,2026-04-27T13:15:55-07:00,2026-04-27T20:15:55Z,2026-04-27T13:15:55-07:00,2026-04-27/vdd_oval_river_wb_20260427T190008Z,data/masked/2026-04-27/vdd_oval_river_wb_20260427T190008Z.jpg,data/raw/2026-04-27/vdd_oval_river_wb_20260427T201555Z.jpg,data/masked/2026-04-27/vdd_oval_river_wb_20260427T201555Z.jpg,inactive,
2026-04-27/vdd_oval_river_wb_20260427T213027Z,2026-04-27T14:30:27-07:00,2026-04-27T21:30:27Z,2026-04-27T14:30:27-07:00,2026-04-27/vdd_oval_river_wb_20260427T201555Z,data/masked/2026-04-27/vdd_oval_river_wb_20260427T201555Z.jpg,data/raw/2026-04-27/vdd_oval_river_wb_20260427T213027Z.jpg,data/masked/2026-04-27/vdd_oval_river_wb_20260427T213027Z.jpg,inactive,
2026-04-27/vdd_oval_river_wb_20260427T222855Z,2026-04-27T15:28:55-07:00,2026-04-27T22:28:55Z,2026-04-27T15:28:55-07:00,2026-04-27/vdd_oval_river_wb_20260427T213027Z,data/masked/2026-04-27/vdd_oval_river_wb_20260427T213027Z.jpg,data/raw/2026-04-27/vdd_oval_river_wb_20260427T222855Z.jpg,data/masked/2026-04-27/vdd_oval_river_wb_20260427T222855Z.jpg,active,
2026-04-27/vdd_oval_river_wb_20260427T232939Z,2026-04-27T16:29:39-07:00,2026-04-27T23:29:39Z,2026-04-27T16:29:39-07:00,2026-04-27/vdd_oval_river_wb_20260427T222855Z,data/masked/2026-04-27/vdd_oval_river_wb_20260427T222855Z.jpg,data/raw/2026-04-27/vdd_oval_river_wb_20260427T232939Z.jpg,data/masked/2026-04-27/vdd_oval_river_wb_20260427T232939Z.jpg,inactive,
2026-04-27/vdd_oval_river_wb_20260427T235711Z,2026-04-27T16:57:11-07:00,2026-04-27T23:57:11Z,2026-04-27T16:57:11-07:00,2026-04-27/vdd_oval_river_wb_20260427T232939Z,data/masked/2026-04-27/vdd_oval_river_wb_20260427T232939Z.jpg,data/raw/2026-04-27/vdd_oval_river_wb_20260427T235711Z.jpg,data/masked/2026-04-27/vdd_oval_river_wb_20260427T235711Z.jpg,active,
2026-04-27/vdd_oval_river_wb_20260428T011625Z,2026-04-27T18:16:25-07:00,2026-04-28T01:16:25Z,2026-04-27T18:16:25-07:00,2026-04-27/vdd_oval_river_wb_20260427T235711Z,data/masked/2026-04-27/vdd_oval_river_wb_20260427T235711Z.jpg,data/raw/2026-04-27/vdd_oval_river_wb_20260428T011625Z.jpg,data/masked/2026-04-27/vdd_oval_river_wb_20260428T011625Z.jpg,active,
2026-04-27/vdd_oval_river_wb_20260428T044612Z,2026-04-27T21:46:12-07:00,2026-04-28T04:46:12Z,2026-04-27T21:46:12-07:00,2026-04-27/vdd_oval_river_wb_20260428T011625Z,data/masked/2026-04-27/vdd_oval_river_wb_20260428T011625Z.jpg,data/raw/2026-04-27/vdd_oval_river_wb_20260428T044612Z.jpg,data/masked/2026-04-27/vdd_oval_river_wb_20260428T044612Z.jpg,active,
2026-04-28/vdd_oval_river_wb_20260428T165120Z,2026-04-28T09:51:20-07:00,2026-04-28T16:51:20Z,2026-04-28T09:51:20-07:00,2026-04-27/vdd_oval_river_wb_20260428T044612Z,data/masked/2026-04-27/vdd_oval_river_wb_20260428T044612Z.jpg,data/raw/2026-04-28/vdd_oval_river_wb_20260428T165120Z.jpg,data/masked/2026-04-28/vdd_oval_river_wb_20260428T165120Z.jpg,inactive,
2026-04-28/vdd_oval_river_wb_20260428T181219Z,2026-04-28T11:12:19-07:00,2026-04-28T18:12:19Z,2026-04-28T11:12:19-07:00,2026-04-28/vdd_oval_river_wb_20260428T165120Z,data/masked/2026-04-28/vdd_oval_river_wb_20260428T165120Z.jpg,data/raw/2026-04-28/vdd_oval_river_wb_20260428T181219Z.jpg,data/masked/2026-04-28/vdd_oval_river_wb_20260428T181219Z.jpg,inactive,
2026-04-28/vdd_oval_river_wb_20260428T195710Z,2026-04-28T12:57:10-07:00,2026-04-28T19:57:10Z,2026-04-28T12:57:10-07:00,2026-04-28/vdd_oval_river_wb_20260428T181219Z,data/masked/2026-04-28/vdd_oval_river_wb_20260428T181219Z.jpg,data/raw/2026-04-28/vdd_oval_river_wb_20260428T195710Z.jpg,data/masked/2026-04-28/vdd_oval_river_wb_20260428T195710Z.jpg,inactive,
2026-04-28/vdd_oval_river_wb_20260428T211206Z,2026-04-28T14:12:06-07:00,2026-04-28T21:12:06Z,2026-04-28T14:12:06-07:00,2026-04-28/vdd_oval_river_wb_20260428T195710Z,data/masked/2026-04-28/vdd_oval_river_wb_20260428T195710Z.jpg,data/raw/2026-04-28/vdd_oval_river_wb_20260428T211206Z.jpg,data/masked/2026-04-28/vdd_oval_river_wb_20260428T211206Z.jpg,inactive,
2026-04-28/vdd_oval_river_wb_20260428T221227Z,2026-04-28T15:12:27-07:00,2026-04-28T22:12:27Z,2026-04-28T15:12:27-07:00,2026-04-28/vdd_oval_river_wb_20260428T211206Z,data/masked/2026-04-28/vdd_oval_river_wb_20260428T211206Z.jpg,data/raw/2026-04-28/vdd_oval_river_wb_20260428T221227Z.jpg,data/masked/2026-04-28/vdd_oval_river_wb_20260428T221227Z.jpg,inactive,
2026-04-28/vdd_oval_river_wb_20260428T231148Z,2026-04-28T16:11:48-07:00,2026-04-28T23:11:48Z,2026-04-28T16:11:48-07:00,2026-04-28/vdd_oval_river_wb_20260428T221227Z,data/masked/2026-04-28/vdd_oval_river_wb_20260428T221227Z.jpg,data/raw/2026-04-28/vdd_oval_river_wb_20260428T231148Z.jpg,data/masked/2026-04-28/vdd_oval_river_wb_20260428T231148Z.jpg,inactive,
2026-04-28/vdd_oval_river_wb_20260429T000833Z,2026-04-28T17:08:33-07:00,2026-04-29T00:08:33Z,2026-04-28T17:08:33-07:00,2026-04-28/vdd_oval_river_wb_20260428T231148Z,data/masked/2026-04-28/vdd_oval_river_wb_20260428T231148Z.jpg,data/raw/2026-04-28/vdd_oval_river_wb_20260429T000833Z.jpg,data/masked/2026-04-28/vdd_oval_river_wb_20260429T000833Z.jpg,active,
2026-04-28/vdd_oval_river_wb_20260429T040210Z,2026-04-28T21:02:10-07:00,2026-04-29T04:02:10Z,2026-04-28T21:02:10-07:00,2026-04-28/vdd_oval_river_wb_20260429T000833Z,data/masked/2026-04-28/vdd_oval_river_wb_20260429T000833Z.jpg,data/raw/2026-04-28/vdd_oval_river_wb_20260429T040210Z.jpg,data/masked/2026-04-28/vdd_oval_river_wb_20260429T040210Z.jpg,active,
2026-04-29/vdd_oval_river_wb_20260429T092724-0700,2026-04-29T09:27:24-07:00,2026-04-29T16:27:24Z,2026-04-29T09:27:24-07:00,2026-04-28/vdd_oval_river_wb_20260429T040210Z,data/masked/2026-04-28/vdd_oval_river_wb_20260429T040210Z.jpg,data/raw/2026-04-29/vdd_oval_river_wb_20260429T092724-0700.jpg,data/masked/2026-04-29/vdd_oval_river_wb_20260429T092724-0700.jpg,inactive,
2026-04-29/vdd_oval_river_wb_20260429T105818-0700,2026-04-29T10:58:18-07:00,2026-04-29T17:58:18Z,2026-04-29T10:58:18-07:00,2026-04-29/vdd_oval_river_wb_20260429T092724-0700,data/masked/2026-04-29/vdd_oval_river_wb_20260429T092724-0700.jpg,data/raw/2026-04-29/vdd_oval_river_wb_20260429T105818-0700.jpg,data/masked/2026-04-29/vdd_oval_river_wb_20260429T105818-0700.jpg,inactive,
2026-04-29/vdd_oval_river_wb_20260429T124727-0700,2026-04-29T12:47:27-07:00,2026-04-29T19:47:27Z,2026-04-29T12:47:27-07:00,2026-04-29/vdd_oval_river_wb_20260429T105818-0700,data/masked/2026-04-29/vdd_oval_river_wb_20260429T105818-0700.jpg,data/raw/2026-04-29/vdd_oval_river_wb_20260429T124727-0700.jpg,data/masked/2026-04-29/vdd_oval_river_wb_20260429T124727-0700.jpg,inactive,
2026-04-29/vdd_oval_river_wb_20260429T134543-0700,2026-04-29T13:45:43-07:00,2026-04-29T20:45:43Z,2026-04-29T13:45:43-07:00,2026-04-29/vdd_oval_river_wb_20260429T124727-0700,data/masked/2026-04-29/vdd_oval_river_wb_20260429T124727-0700.jpg,data/raw/2026-04-29/vdd_oval_river_wb_20260429T134543-0700.jpg,data/masked/2026-04-29/vdd_oval_river_wb_20260429T134543-0700.jpg,inactive,
2026-04-29/vdd_oval_river_wb_20260429T144544-0700,2026-04-29T14:45:44-07:00,2026-04-29T21:45:44Z,2026-04-29T14:45:44-07:00,2026-04-29/vdd_oval_river_wb_20260429T134543-0700,data/masked/2026-04-29/vdd_oval_river_wb_20260429T134543-0700.jpg,data/raw/2026-04-29/vdd_oval_river_wb_20260429T144544-0700.jpg,data/masked/2026-04-29/vdd_oval_river_wb_20260429T144544-0700.jpg,inactive,
2026-04-29/vdd_oval_river_wb_20260429T154112-0700,2026-04-29T15:41:12-07:00,2026-04-29T22:41:12Z,2026-04-29T15:41:12-07:00,2026-04-29/vdd_oval_river_wb_20260429T144544-0700,data/masked/2026-04-29/vdd_oval_river_wb_20260429T144544-0700.jpg,data/raw/2026-04-29/vdd_oval_river_wb_20260429T154112-0700.jpg,data/masked/2026-04-29/vdd_oval_river_wb_20260429T154112-0700.jpg,inactive,
2026-04-29/vdd_oval_river_wb_20260429T163805-0700,2026-04-29T16:38:05-07:00,2026-04-29T23:38:05Z,2026-04-29T16:38:05-07:00,2026-04-29/vdd_oval_river_wb_20260429T154112-0700,data/masked/2026-04-29/vdd_oval_river_wb_20260429T154112-0700.jpg,data/raw/2026-04-29/vdd_oval_river_wb_20260429T163805-0700.jpg,data/masked/2026-04-29/vdd_oval_river_wb_20260429T163805-0700.jpg,active,
2026-04-29/vdd_oval_river_wb_20260429T182229-0700,2026-04-29T18:22:29-07:00,2026-04-30T01:22:29Z,2026-04-29T18:22:29-07:00,2026-04-29/vdd_oval_river_wb_20260429T163805-0700,data/masked/2026-04-29/vdd_oval_river_wb_20260429T163805-0700.jpg,data/raw/2026-04-29/vdd_oval_river_wb_20260429T182229-0700.jpg,data/masked/2026-04-29/vdd_oval_river_wb_20260429T182229-0700.jpg,discard,auto-discard: corrupt gray frame
2026-04-29/vdd_oval_river_wb_20260429T215056-0700,2026-04-29T21:50:56-07:00,2026-04-30T04:50:56Z,2026-04-29T21:50:56-07:00,2026-04-29/vdd_oval_river_wb_20260429T182229-0700,data/masked/2026-04-29/vdd_oval_river_wb_20260429T182229-0700.jpg,data/raw/2026-04-29/vdd_oval_river_wb_20260429T215056-0700.jpg,data/masked/2026-04-29/vdd_oval_river_wb_20260429T215056-0700.jpg,active,
2026-04-30/vdd_oval_river_wb_20260430T091900-0700,2026-04-30T09:19:00-07:00,2026-04-30T16:19:00Z,2026-04-30T09:19:00-07:00,2026-04-29/vdd_oval_river_wb_20260429T215056-0700,data/masked/2026-04-29/vdd_oval_river_wb_20260429T215056-0700.jpg,data/raw/2026-04-30/vdd_oval_river_wb_20260430T091900-0700.jpg,data/masked/2026-04-30/vdd_oval_river_wb_20260430T091900-0700.jpg,inactive,
2026-04-30/vdd_oval_river_wb_20260430T104822-0700,2026-04-30T10:48:22-07:00,2026-04-30T17:48:22Z,2026-04-30T10:48:22-07:00,2026-04-30/vdd_oval_river_wb_20260430T091900-0700,data/masked/2026-04-30/vdd_oval_river_wb_20260430T091900-0700.jpg,data/raw/2026-04-30/vdd_oval_river_wb_20260430T104822-0700.jpg,data/masked/2026-04-30/vdd_oval_river_wb_20260430T104822-0700.jpg,inactive,
2026-04-30/vdd_oval_river_wb_20260430T120137-0700,2026-04-30T12:01:37-07:00,2026-04-30T19:01:37Z,2026-04-30T12:01:37-07:00,2026-04-30/vdd_oval_river_wb_20260430T104822-0700,data/masked/2026-04-30/vdd_oval_river_wb_20260430T104822-0700.jpg,data/raw/2026-04-30/vdd_oval_river_wb_20260430T120137-0700.jpg,data/masked/2026-04-30/vdd_oval_river_wb_20260430T120137-0700.jpg,inactive,
2026-04-30/vdd_oval_river_wb_20260430T131646-0700,2026-04-30T13:16:46-07:00,2026-04-30T20:16:46Z,2026-04-30T13:16:46-07:00,2026-04-30/vdd_oval_river_wb_20260430T120137-0700,data/masked/2026-04-30/vdd_oval_river_wb_20260430T120137-0700.jpg,data/raw/2026-04-30/vdd_oval_river_wb_20260430T131646-0700.jpg,data/masked/2026-04-30/vdd_oval_river_wb_20260430T131646-0700.jpg,inactive,
2026-04-30/vdd_oval_river_wb_20260430T141813-0700,2026-04-30T14:18:13-07:00,2026-04-30T21:18:13Z,2026-04-30T14:18:13-07:00,2026-04-30/vdd_oval_river_wb_20260430T131646-0700,data/masked/2026-04-30/vdd_oval_river_wb_20260430T131646-0700.jpg,data/raw/2026-04-30/vdd_oval_river_wb_20260430T141813-0700.jpg,data/masked/2026-04-30/vdd_oval_river_wb_20260430T141813-0700.jpg,inactive,
2026-04-30/vdd_oval_river_wb_20260430T151414-0700,2026-04-30T15:14:14-07:00,2026-04-30T22:14:14Z,2026-04-30T15:14:14-07:00,2026-04-30/vdd_oval_river_wb_20260430T141813-0700,data/masked/2026-04-30/vdd_oval_river_wb_20260430T141813-0700.jpg,data/raw/2026-04-30/vdd_oval_river_wb_20260430T151414-0700.jpg,data/masked/2026-04-30/vdd_oval_river_wb_20260430T151414-0700.jpg,inactive,
2026-04-30/vdd_oval_river_wb_20260430T161251-0700,2026-04-30T16:12:51-07:00,2026-04-30T23:12:51Z,2026-04-30T16:12:51-07:00,2026-04-30/vdd_oval_river_wb_20260430T151414-0700,data/masked/2026-04-30/vdd_oval_river_wb_20260430T151414-0700.jpg,data/raw/2026-04-30/vdd_oval_river_wb_20260430T161251-0700.jpg,data/masked/2026-04-30/vdd_oval_river_wb_20260430T161251-0700.jpg,inactive,
2026-04-30/vdd_oval_river_wb_20260430T170811-0700,2026-04-30T17:08:11-07:00,2026-05-01T00:08:11Z,2026-04-30T17:08:11-07:00,2026-04-30/vdd_oval_river_wb_20260430T161251-0700,data/masked/2026-04-30/vdd_oval_river_wb_20260430T161251-0700.jpg,data/raw/2026-04-30/vdd_oval_river_wb_20260430T170811-0700.jpg,data/masked/2026-04-30/vdd_oval_river_wb_20260430T170811-0700.jpg,active,
2026-04-30/vdd_oval_river_wb_20260430T211529-0700,2026-04-30T21:15:29-07:00,2026-05-01T04:15:29Z,2026-04-30T21:15:29-07:00,2026-04-30/vdd_oval_river_wb_20260430T170811-0700,data/masked/2026-04-30/vdd_oval_river_wb_20260430T170811-0700.jpg,data/raw/2026-04-30/vdd_oval_river_wb_20260430T211529-0700.jpg,data/masked/2026-04-30/vdd_oval_river_wb_20260430T211529-0700.jpg,active,
2026-05-01/vdd_oval_river_wb_20260501T085720-0700,2026-05-01T08:57:20-07:00,2026-05-01T15:57:20Z,2026-05-01T08:57:20-07:00,2026-04-30/vdd_oval_river_wb_20260430T211529-0700,data/masked/2026-04-30/vdd_oval_river_wb_20260430T211529-0700.jpg,data/raw/2026-05-01/vdd_oval_river_wb_20260501T085720-0700.jpg,data/masked/2026-05-01/vdd_oval_river_wb_20260501T085720-0700.jpg,inactive,
2026-05-01/vdd_oval_river_wb_20260501T100302-0700,2026-05-01T10:03:02-07:00,2026-05-01T17:03:02Z,2026-05-01T10:03:02-07:00,2026-05-01/vdd_oval_river_wb_20260501T085720-0700,data/masked/2026-05-01/vdd_oval_river_wb_20260501T085720-0700.jpg,data/raw/2026-05-01/vdd_oval_river_wb_20260501T100302-0700.jpg,data/masked/2026-05-01/vdd_oval_river_wb_20260501T100302-0700.jpg,inactive,
2026-05-01/vdd_oval_river_wb_20260501T110747-0700,2026-05-01T11:07:47-07:00,2026-05-01T18:07:47Z,2026-05-01T11:07:47-07:00,2026-05-01/vdd_oval_river_wb_20260501T100302-0700,data/masked/2026-05-01/vdd_oval_river_wb_20260501T100302-0700.jpg,data/raw/2026-05-01/vdd_oval_river_wb_20260501T110747-0700.jpg,data/masked/2026-05-01/vdd_oval_river_wb_20260501T110747-0700.jpg,inactive,
2026-05-01/vdd_oval_river_wb_20260501T123706-0700,2026-05-01T12:37:06-07:00,2026-05-01T19:37:06Z,2026-05-01T12:37:06-07:00,2026-05-01/vdd_oval_river_wb_20260501T110747-0700,data/masked/2026-05-01/vdd_oval_river_wb_20260501T110747-0700.jpg,data/raw/2026-05-01/vdd_oval_river_wb_20260501T123706-0700.jpg,data/masked/2026-05-01/vdd_oval_river_wb_20260501T123706-0700.jpg,inactive,
2026-05-01/vdd_oval_river_wb_20260501T133129-0700,2026-05-01T13:31:29-07:00,2026-05-01T20:31:29Z,2026-05-01T13:31:29-07:00,2026-05-01/vdd_oval_river_wb_20260501T123706-0700,data/masked/2026-05-01/vdd_oval_river_wb_20260501T123706-0700.jpg,data/raw/2026-05-01/vdd_oval_river_wb_20260501T133129-0700.jpg,data/masked/2026-05-01/vdd_oval_river_wb_20260501T133129-0700.jpg,inactive,
2026-05-01/vdd_oval_river_wb_20260501T142939-0700,2026-05-01T14:29:39-07:00,2026-05-01T21:29:39Z,2026-05-01T14:29:39-07:00,2026-05-01/vdd_oval_river_wb_20260501T133129-0700,data/masked/2026-05-01/vdd_oval_river_wb_20260501T133129-0700.jpg,data/raw/2026-05-01/vdd_oval_river_wb_20260501T142939-0700.jpg,data/masked/2026-05-01/vdd_oval_river_wb_20260501T142939-0700.jpg,active,
2026-05-01/vdd_oval_river_wb_20260501T152758-0700,2026-05-01T15:27:58-07:00,2026-05-01T22:27:58Z,2026-05-01T15:27:58-07:00,2026-05-01/vdd_oval_river_wb_20260501T142939-0700,data/masked/2026-05-01/vdd_oval_river_wb_20260501T142939-0700.jpg,data/raw/2026-05-01/vdd_oval_river_wb_20260501T152758-0700.jpg,data/masked/2026-05-01/vdd_oval_river_wb_20260501T152758-0700.jpg,inactive,
2026-05-01/vdd_oval_river_wb_20260501T162916-0700,2026-05-01T16:29:16-07:00,2026-05-01T23:29:16Z,2026-05-01T16:29:16-07:00,2026-05-01/vdd_oval_river_wb_20260501T152758-0700,data/masked/2026-05-01/vdd_oval_river_wb_20260501T152758-0700.jpg,data/raw/2026-05-01/vdd_oval_river_wb_20260501T162916-0700.jpg,data/masked/2026-05-01/vdd_oval_river_wb_20260501T162916-0700.jpg,discard,auto-discard: corrupt gray frame
2026-05-01/vdd_oval_river_wb_20260501T181339-0700,2026-05-01T18:13:39-07:00,2026-05-02T01:13:39Z,2026-05-01T18:13:39-07:00,2026-05-01/vdd_oval_river_wb_20260501T162916-0700,data/masked/2026-05-01/vdd_oval_river_wb_20260501T162916-0700.jpg,data/raw/2026-05-01/vdd_oval_river_wb_20260501T181339-0700.jpg,data/masked/2026-05-01/vdd_oval_river_wb_20260501T181339-0700.jpg,inactive,
2026-05-01/vdd_oval_river_wb_20260501T212845-0700,2026-05-01T21:28:45-07:00,2026-05-02T04:28:45Z,2026-05-01T21:28:45-07:00,2026-05-01/vdd_oval_river_wb_20260501T181339-0700,data/masked/2026-05-01/vdd_oval_river_wb_20260501T181339-0700.jpg,data/raw/2026-05-01/vdd_oval_river_wb_20260501T212845-0700.jpg,data/masked/2026-05-01/vdd_oval_river_wb_20260501T212845-0700.jpg,active,
2026-05-02/vdd_oval_river_wb_20260502T084529-0700,2026-05-02T08:45:29-07:00,2026-05-02T15:45:29Z,2026-05-02T08:45:29-07:00,2026-05-01/vdd_oval_river_wb_20260501T212845-0700,data/masked/2026-05-01/vdd_oval_river_wb_20260501T212845-0700.jpg,data/raw/2026-05-02/vdd_oval_river_wb_20260502T084529-0700.jpg,data/masked/2026-05-02/vdd_oval_river_wb_20260502T084529-0700.jpg,active,
2026-05-02/vdd_oval_river_wb_20260502T093219-0700,2026-05-02T09:32:19-07:00,2026-05-02T16:32:19Z,2026-05-02T09:32:19-07:00,2026-05-02/vdd_oval_river_wb_20260502T084529-0700,data/masked/2026-05-02/vdd_oval_river_wb_20260502T084529-0700.jpg,data/raw/2026-05-02/vdd_oval_river_wb_20260502T093219-0700.jpg,data/masked/2026-05-02/vdd_oval_river_wb_20260502T093219-0700.jpg,active,
2026-05-02/vdd_oval_river_wb_20260502T102826-0700,2026-05-02T10:28:26-07:00,2026-05-02T17:28:26Z,2026-05-02T10:28:26-07:00,2026-05-02/vdd_oval_river_wb_20260502T093219-0700,data/masked/2026-05-02/vdd_oval_river_wb_20260502T093219-0700.jpg,data/raw/2026-05-02/vdd_oval_river_wb_20260502T102826-0700.jpg,data/masked/2026-05-02/vdd_oval_river_wb_20260502T102826-0700.jpg,active,
